Time,Set Temperature,Ventilation Temperature,Supply Air Temperature,Supply Fan,Valve Position,Heating Supply Temperature 1,Heating Supply Temperature 2,Total Heating Pump,Heating Pump 1,Heating Pump 2,Backup Heating Pump,Labeling,
2024-01-27 19,19,11.02,15.35,0,10,20.72,19.23,1,0,0,1,Fan fault,
2024-01-28 07,19,10.33,15.17,0,10,19.57,19.4,1,0,0,1,Fan fault,
2024-01-28 08,19,10.28,15.19,0,10,20.69,19.33,1,0,0,1,Fan fault,
2024-01-28 09,19,10.31,15.17,0,10,20.84,19.28,1,0,0,1,Fan fault,
2024-01-28 10,19,10.42,15.15,0,10,20.65,19.29,1,0,0,1,Fan fault,
2024-01-28 11,19,10.47,15.15,0,10,20.49,19.26,1,0,0,1,Fan fault,
2024-01-28 12,19,10.47,15.22,0,10,20.34,19.28,1,0,0,1,Fan fault,
2024-01-28 13,19,10.62,15.24,0,10,20.22,19.23,1,0,0,1,Fan fault,
2024-01-28 14,19,10.7,15.22,0,10,20.09,19.28,1,0,0,1,Fan fault,
2024-01-28 15,19,10.74,15.24,0,10,19.99,19.28,1,0,0,1,Fan fault,
2024-01-28 16,19,10.78,15.21,0,10,19.88,19.24,1,0,0,1,Fan fault,
2024-01-28 17,19,10.75,15.25,0,10,19.78,19.18,1,0,0,1,Fan fault,
2024-01-28 18,19,10.69,15.23,0,10,19.71,19.26,1,0,0,1,Fan fault,
2024-01-28 19,19,10.69,15.22,0,10,19.69,19.34,1,0,0,1,Fan fault,
2024-01-29 12,19,22.14,25.35,1,10,47.1,50.09,1,0,0,1,Sensor fault,
2024-01-29 13,19,22.15,25.8,0.8,10,47.78,49.95,1,0,0,1,Sensor fault,
2024-01-29 16,19,15.67,23.32,0,10,49.12,49.24,1,0,0,1,Fan fault,
2024-01-29 17,19,14.23,22.9,0,10,49.43,49.53,1,0,0,1,Fan fault,
2024-01-29 18,19,12.6,22.37,0,10,49.26,49.66,1,0,0,1,Fan fault,
2024-01-29 19,19,11.71,22.28,0,10,49.05,44.23,1,0,0,1,Fan fault,
2024-01-30 06,19,14.04,21.24,0.25,10.22,36.82,39.75,1,0,0,1,Sensor fault,
2024-01-30 12,19,22.06,25,1,10,39.44,39.87,1,0,0,1,Sensor fault,
2024-01-30 13,19,22.33,25.35,0.75,10,39.44,39.92,1,0,0,1,Sensor fault,
2024-01-30 15,19,15,25.84,0,10,40.33,39.65,1,0,0,1,Fan fault,
2024-01-30 16,19,14.01,26.14,0,10,40.1,39.87,1,0,0,1,Fan fault,
2024-01-30 17,19,13.83,26.17,0,10,39.84,39.82,1,0,0,1,Fan fault,
2024-01-30 18,19,13.41,25.85,0,10,39.73,39.93,1,0,0,1,Fan fault,
2024-01-30 19,19,12.95,25.91,0,10,39.61,36.84,1,0,0,1,Fan fault,
2024-01-31 07,19,15.77,21.02,0.5,10,32.7,37.32,1,0,0,1,Sensor fault,
2024-01-31 11,19,22.74,26.21,1,10,48.31,50.21,1,0,0,1,Sensor fault,
2024-01-31 12,19,23.1,26.62,1,10,49.31,49.71,1,0,0,1,Sensor fault,
2024-01-31 13,19,23.19,26.79,0.75,10,49.58,49.82,1,0,0,1,Sensor fault,
2024-01-31 15,19,15.86,23.85,0,10,43.87,39.78,1,0,0,1,Fan fault,
2024-01-31 16,19,14.42,22.27,0,10,42.33,39.82,1,0,0,1,Fan fault,
2024-01-31 17,19,13.74,21.49,0,10,41.51,39.76,1,0,0,1,Fan fault,
2024-01-31 18,19,13.1,20.92,0,10,40.94,39.26,1,0,0,1,Fan fault,
2024-01-31 19,19,12.75,20.39,0,10,40.4,36.32,1,0,0,1,Fan fault,
2024-01-01 07,18,9.97,25.73,0,10,43.04,42.27,2,1,0,1,Fan fault,
2024-01-01 08,18,9.86,25.66,0,10,42.99,42.28,2,1,0,1,Fan fault,
2024-01-01 09,18,10.07,25.35,0,10,42.73,42.24,2,1,0,1,Fan fault,
2024-01-01 10,18,10.36,25.05,0,10,42.47,42.36,2,1,0,1,Fan fault,
2024-01-01 11,18,10.65,25.36,0,10,42.42,42.28,2,1,0,1,Fan fault,
2024-01-01 12,18,11.17,25.95,0,10,43.02,42.32,2,1,0,1,Fan fault,
2024-01-01 13,18,11.59,26.07,0,10,42.94,42.38,2,1,0,1,Fan fault,
2024-01-01 14,18,11.85,26.16,0,10,42.65,42.41,2,1,0,1,Fan fault,
2024-01-01 15,18,11.93,26.13,0,10,42.49,42.34,2,1,0,1,Fan fault,
2024-01-01 16,18,12.02,26.14,0,10,42.44,42.26,2,1,0,1,Fan fault,
2024-01-01 17,18,11.98,26.15,0,10,43.1,42.3,2,1,0,1,Fan fault,
2024-01-01 18,18,11.84,26,0,10,43.08,42.31,2,1,0,1,Fan fault,
2024-01-01 19,18,11.55,25.88,0,10,42.79,42.36,2,1,0,1,Fan fault,
2024-01-02 07,18,14.14,27.02,0.25,10,42.43,42.25,2,1,0,1,Sensor fault,
2024-01-02 09,18,21.16,23.98,1,10,42.88,42.72,2,1,0,1,Sensor fault,
2024-01-02 10,18,21.7,24.35,1,10,42.75,42.7,2,1,0,1,Sensor fault,
2024-01-02 11,18,22.23,24.75,1,10,42.69,42.71,2,1,0,1,Sensor fault,
2024-01-02 13,18,11.23,28.43,0,10,43.14,42.71,2,1,0,1,Fan fault,
2024-01-02 14,18,9.54,27.87,0,10,43.1,42.71,2,1,0,1,Fan fault,
2024-01-02 15,18,9.34,24.8,0,10,42.88,42.78,2,1,0,1,Fan fault,
2024-01-02 16,18,9.5,25.01,0,10,42.75,42.68,2,1,0,1,Fan fault,
2024-01-02 17,18,9.44,26.28,0,10,42.68,42.6,2,1,0,1,Fan fault,
2024-01-02 18,18,10.77,25.32,0,10,43.04,42.66,2,1,0,1,Fan fault,
2024-01-02 19,18,11.64,24.38,0,10,43.41,42.54,2,1,0,1,Fan fault,
2024-01-03 06,18,14.27,25.17,0.5,10,42.87,42.19,2,1,0,1,Sensor fault,
2024-01-03 09,18,21.25,23.92,1,10,42.63,42.82,2,1,0,1,Sensor fault,
2024-01-03 10,18,21.45,24.1,1,10,43.12,42.87,2,1,0,1,Sensor fault,
2024-01-03 11,18,21.81,24.36,1,10,42.89,42.81,2,1,0,1,Sensor fault,
2024-01-03 12,18,21.99,24.51,1,10,42.61,40.84,1.54,0.6,0.38,0.56,Sensor fault,
2024-01-03 13,18,21.98,24.52,1,10,43.76,34.79,1.2,0,1,0.2,Sensor fault,
2024-01-03 14,18,21.96,24.6,1,10,44.01,35.5,1,0,1,0,Sensor fault,
2024-01-03 15,18,22.04,24.62,1,10,44.13,39.48,1,0,1,0,Sensor fault,
2024-01-03 16,18,22.19,24.71,1,10,44.11,41.17,1,0,1,0,Sensor fault,
2024-01-03 17,18,22.15,24.61,1,10,44.21,41.91,1,0,1,0,Sensor fault,
2024-01-03 18,18,21.99,24.44,1,10,44.16,42.25,1,0,1,0,Sensor fault,
2024-01-03 19,18,21.65,24.23,1,10,44.22,42.41,1,0,1,0,Sensor fault,
2024-01-04 11,18,10.24,29.92,0,10,43.82,33.36,1,0,1,0,Fan fault,
2024-01-04 12,18,9.6,30.28,0,10,44.01,38.43,1,0,1,0,Fan fault,
2024-01-04 13,18,9.61,28.66,0,10,43.95,40.54,1,0,1,0,Fan fault,
2024-01-04 14,18,9.61,29.8,0,10,43.87,41.36,1,0,1,0,Fan fault,
2024-01-04 15,18,9.47,24.89,0,10,43.8,41.82,1,0,1,0,Fan fault,
2024-01-04 16,18,9.33,25.56,0,10,43.98,42.06,1,0,1,0,Fan fault,
2024-01-04 17,18,9.52,27.41,0,10,44.01,42.25,1,0,1,0,Fan fault,
2024-01-04 18,18,9.63,30.55,0,10,43.95,42.33,1,0,1,0,Fan fault,
2024-01-04 19,18,9.8,28.09,0,10,43.7,42.36,0.75,0,0.75,0,Fan fault,
2024-01-05 07,18,12.9,17.02,0.25,10,31.73,26.24,0.25,0,0.25,0,Sensor fault,
2024-01-05 10,18,11.47,27.03,0,10,43.96,40.6,1,0,1,0,Fan fault,
2024-01-05 11,18,10.54,28.65,0,10,43.83,41.46,1,0,1,0,Fan fault,
2024-01-05 12,18,10.5,29.97,0,10,43.76,41.89,1,0,1,0,Fan fault,
2024-01-05 13,18,10.61,30.81,0,10,43.83,42.1,1,0,1,0,Fan fault,
2024-01-05 14,18,11.7,29.66,0,10,43.57,42.18,1,0,1,0,Fan fault,
2024-01-05 15,18,11.14,26.71,0,10,43.82,42.2,1,0,1,0,Fan fault,
2024-01-05 16,18,10.62,28.12,0,10,44.04,42.35,1,0,1,0,Fan fault,
2024-01-05 17,18,10.25,27.24,0,10,43.77,42.47,1,0,1,0,Fan fault,
2024-01-05 18,18,9.79,28.08,0,10,43.83,42.52,1,0,1,0,Fan fault,
2024-01-05 19,18,9.91,27.79,0,10,43.99,42.55,1.25,0,1,0.25,Fan fault,
2024-01-06 04,18,14.48,25.83,0.5,10,42.03,39.81,2,0,1,1,Sensor fault,
2024-01-06 12,18,14.88,26.09,0,10,43.25,41.54,1,0,1,0,Fan fault,
2024-01-06 13,18,13.51,27.65,0,10,43.13,41.51,1,0,1,0,Fan fault,
2024-01-06 14,18,13.46,27.36,0,10,43.19,41.51,1,0,1,0,Fan fault,
2024-01-06 15,18,13.22,27.16,0,10,43.19,41.5,1,0,1,0,Fan fault,
2024-01-06 16,18,12.85,27.49,0,10,43.23,41.5,1,0,1,0,Fan fault,
2024-01-06 17,18,12.6,27.86,0,10,43.16,41.66,1,0,1,0,Fan fault,
2024-01-06 18,18,12.25,27.92,0,10,43.14,41.73,1,0,1,0,Fan fault,
2024-01-06 19,18,12.17,27.94,0,10,43.12,41.71,1.4,0,1,0.4,Fan fault,
2024-01-07 06,18,11.92,27.3,0.25,10,42.97,42.35,2,0,1,1,Sensor fault,
2024-01-08 09,18,21.3,23.26,1,10,48.63,44.56,2,0,1,1,Sensor fault,
2024-01-08 10,18,22.18,24.22,1,10,48.84,45.38,1.41,0.2,0.5,0.71,Sensor fault,
2024-01-08 11,18,22.15,24.95,0.6,10,49.84,46.53,1,0,0,1,Sensor fault,
2024-01-08 12,18,12.68,27.82,0,10,48.24,42.77,1,0,0,1,Fan fault,
2024-01-08 13,18,8.94,29.68,0,10,45.98,42.8,1,0,0,1,Fan fault,
2024-01-08 14,18,8.6,31,0,10,44.92,42.76,1,0,0,1,Fan fault,
2024-01-08 15,18,8.4,31.35,0,10,44.23,42.81,1,0,0,1,Fan fault,
2024-01-08 16,18,8.5,31.13,0,10,43.73,42.77,1,0,0,1,Fan fault,
2024-01-08 17,18,8.47,30.73,0,10,43.2,42.77,1,0,0,1,Fan fault,
2024-01-08 18,18,8.16,30.8,0,10,42.95,42.87,1,0,0,1,Fan fault,
2024-01-08 19,18,8.08,29.88,0,10,42.9,42.82,1,0,0,1,Fan fault,
2024-01-09 07,18,10.79,27.66,0.25,10,42.7,42.67,1,1,0,0,Sensor fault,
2024-01-09 10,18,21.14,23.59,1,10,42.8,42.86,1,1,0,0,Sensor fault,
2024-01-09 11,18,21.45,23.85,1,10,42.85,42.73,1,1,0,0,Sensor fault,
2024-01-09 12,18,21.41,23.87,1,10,42.81,42.76,1,1,0,0,Sensor fault,
2024-01-09 13,18,21.5,23.97,1,10,42.89,42.84,1,1,0,0,Sensor fault,
2024-01-09 14,18,21.53,23.97,1,10,42.88,42.7,1,1,0,0,Sensor fault,
2024-01-09 15,18,21.61,24.1,1,10,42.9,42.96,1,1,0,0,Sensor fault,
2024-01-09 16,18,21.66,24.11,1,10,42.92,42.84,1,1,0,0,Sensor fault,
2024-01-09 17,18,21.45,23.96,1,10,42.9,42.74,1,1,0,0,Sensor fault,
2024-01-09 18,18,21.25,23.78,1,10,42.88,42.74,1,1,0,0,Sensor fault,
2024-01-09 19,18,21.03,23.64,0.6,10,42.82,42.62,1,1,0,0,Sensor fault,
2024-01-10 04,18,13.14,26.65,0.25,10,42.45,42.24,1,0,0,1,Sensor fault,
2024-01-10 09,18,21.5,23.76,1,10,42.95,42.89,1,0,0,1,Sensor fault,
2024-01-10 10,18,21.23,24.15,0.75,10,42.91,42.45,1,0,0,1,Sensor fault,
2024-01-10 11,18,11.33,28.28,0,10,42.23,39.69,1,0,0,1,Fan fault,
2024-01-10 12,18,9.1,29.48,0,10,41.24,39.74,1,0,0,1,Fan fault,
2024-01-10 13,18,8.97,29.04,0,10,40.58,39.75,1,0,0,1,Fan fault,
2024-01-10 14,18,9,29.96,0,10,40.18,39.86,1,0,0,1,Fan fault,
2024-01-10 15,18,9.11,29.75,0,10,39.97,39.69,1,0,0,1,Fan fault,
2024-01-10 16,18,9.23,29.58,0,10,40.18,39.77,1,0,0,1,Fan fault,
2024-01-10 17,18,9.14,28.71,0,10,40.45,39.76,1,0,0,1,Fan fault,
2024-01-10 18,18,8.83,29.47,0,10,40.2,39.8,1,0,0,1,Fan fault,
2024-01-10 19,18,13.22,27.32,0.4,10,39.94,39.73,1.17,0.17,0,1,Sensor fault,
2024-01-11 07,18,14.07,24.83,0.5,18.14,39.98,39.13,1,0,1,0,Sensor fault,
2024-01-11 11,18,21.38,23.52,1,10,41.17,38.97,1,0,1,0,Sensor fault,
2024-01-11 12,18,21.74,23.85,1,10,40.99,38.94,1,0,1,0,Sensor fault,
2024-01-11 13,18,21.8,23.95,1,10,41.01,38.9,1,0,1,0,Sensor fault,
2024-01-11 14,18,21.88,24.06,1,10,41.04,38.8,1,0,1,0,Sensor fault,
2024-01-11 16,18,10.28,27.98,0,10,40.88,38.55,1,0,1,0,Fan fault,
2024-01-11 17,18,9.67,28.41,0,10,40.72,38.45,1,0,1,0,Fan fault,
2024-01-11 18,18,9.61,28.6,0,10,40.86,38.32,1,0,1,0,Fan fault,
2024-01-11 19,18,9.35,29.19,0,10,38.08,38.12,1,0,0.75,0.25,Fan fault,
2024-01-12 07,18,14.99,22.35,0.5,10,40.94,35.37,1,0,0,1,Sensor fault,
2024-01-12 11,18,11.05,26.11,0,10,40.98,39.48,1,0,0,1,Fan fault,
2024-01-12 12,18,9.74,28.21,0,10,40.87,39.41,1,0,0,1,Fan fault,
2024-01-12 13,18,9.64,27.83,0,10,40.88,39.31,1,0,0,1,Fan fault,
2024-01-12 14,18,9.5,29.82,0,10,40.83,39.16,1,0,0,1,Fan fault,
2024-01-12 15,18,9.63,29.26,0,10,40.73,38.96,1,0,0,1,Fan fault,
2024-01-12 16,18,9.5,28.89,0,10,40.9,39.41,1,0,0,1,Fan fault,
2024-01-12 17,18,9.42,29.17,0,10,40.99,39.92,1,0,0,1,Fan fault,
2024-01-12 18,18,9.28,29.29,0,10,40.98,39.66,1,0,0,1,Fan fault,
2024-01-12 19,18,9.24,27.6,0,10,38.25,39.47,1,0,0,1,Fan fault,
2024-01-13 07,18,9.66,18.7,0,10,23.46,25.36,1,0,0,1,Fan fault,
2024-01-13 08,18,9.72,18.42,0,10,22.93,24.71,1,0,0,1,Fan fault,
2024-01-13 09,18,10.03,18.13,0,10,25.55,24.96,1,0,0,1,Fan fault,
2024-01-13 10,18,10.38,19.11,0,10,41.85,32.27,1,0,0,1,Fan fault,
2024-01-13 11,18,10.49,21.62,0,10,39.42,34.06,1,0,0,1,Fan fault,
2024-01-13 12,18,10.45,22.31,0,10,37.39,34.83,1,0,0,1,Fan fault,
2024-01-13 13,18,10.59,22.71,0,10,35.77,35.04,1,0,0,1,Fan fault,
2024-01-13 14,18,10.66,22.62,0,10,34.38,34.92,1,0,0,1,Fan fault,
2024-01-13 15,18,10.54,22.2,0,10,33.11,34.55,1,0,0,1,Fan fault,
2024-01-13 16,18,10.49,21.81,0,10,32.01,33.83,1,0,0,1,Fan fault,
2024-01-13 17,18,10.4,21.42,0,10,30.95,32.9,1,0,0,1,Fan fault,
2024-01-13 18,18,10.12,20.95,0,10,29.96,31.9,1,0,0,1,Fan fault,
2024-01-13 19,18,9.97,20.58,0,10,29.06,30.91,1,0,0,1,Fan fault,
2024-01-14 07,18,8.6,17.56,0,10,21.33,22.72,1,0,0,1,Fan fault,
2024-01-14 08,18,8.66,17.26,0,10,20.91,22.25,1,0,0,1,Fan fault,
2024-01-14 09,18,8.92,17.01,0,10,20.48,21.78,1,0,0,1,Fan fault,
2024-01-14 10,18,9.24,16.85,0,10,20.14,21.35,1,0,0,1,Fan fault,
2024-01-14 11,18,9.46,16.63,0,10,19.82,20.92,1,0,0,1,Fan fault,
2024-01-14 12,18,9.56,16.45,0,10,19.85,20.55,1,0,0,1,Fan fault,
2024-01-14 13,18,9.59,16.55,0,10,19.84,20.28,1,0,0,1,Fan fault,
2024-01-14 14,18,9.49,16.49,0,10,19.78,20.12,1,0,0,1,Fan fault,
2024-01-14 15,18,9.57,16.49,0,10,19.91,19.97,1,0,0,1,Fan fault,
2024-01-14 16,18,9.59,16.53,0,10,19.9,19.87,1,0,0,1,Fan fault,
2024-01-14 17,18,9.5,16.48,0,10,19.73,19.78,1,0,0,1,Fan fault,
2024-01-14 18,18,9.56,16.43,0,10,19.76,19.69,1,0,0,1,Fan fault,
2024-01-14 19,18,9.59,16.4,0,10,19.72,19.61,1,0,0,1,Fan fault,
2024-01-15 05,18,13.73,21.35,0.5,11.35,40.4,34.46,1,0,0,1,Sensor fault,
2024-01-15 10,18,21.41,23.74,1,10,47,44.75,2,0,1,1,Sensor fault,
2024-01-15 12,18,9.58,29.15,0,10,40.72,43.86,1,0,0,1,Fan fault,
2024-01-15 13,18,8.27,30.35,0,10,42.66,42.6,1.25,0,0.25,1,Fan fault,
2024-01-15 14,18,8.18,31.39,0,10,44.97,42.83,2,0,1,1,Fan fault,
2024-01-15 15,18,8.27,31.6,0,10,44.74,43.48,2,0,1,1,Fan fault,
2024-01-15 16,18,8.31,31.64,0,10,44.73,43.2,2,0,1,1,Fan fault,
2024-01-15 17,18,8.42,30.44,0,10,42.81,43.07,1.5,0,0.5,1,Fan fault,
2024-01-15 18,18,8.2,28.66,0,10,41.08,42.32,1,0,0,1,Fan fault,
2024-01-15 19,18,8.4,26.69,0,10,38.01,41.5,1,0,0,1,Fan fault,
2024-01-16 07,18,12.1,21.59,0.5,12.01,38.77,32.92,1,0,0,1,Sensor fault,
2024-01-16 09,18,21.39,22.66,1,10,41.24,38,1,0,0,1,Sensor fault,
2024-01-16 10,18,22,23.26,1,10,41.28,38.25,1,0,0,1,Sensor fault,
2024-01-16 12,18,10.56,27.41,0,10,41.17,38.94,1,0,0,1,Fan fault,
2024-01-16 13,18,8.95,28.76,0,10,41.05,39.76,1,0,0,1,Fan fault,
2024-01-16 14,18,8.8,28.12,0,10,41.08,39.68,1,0,0,1,Fan fault,
2024-01-16 15,18,9.09,23.83,0,10,40.99,39.58,1,0,0,1,Fan fault,
2024-01-16 16,18,9.1,24.13,0,10,41.09,39.54,1,0,0,1,Fan fault,
2024-01-16 17,18,8.89,28.09,0,10,41.19,39.5,0.71,0,0,0.71,Fan fault,
2024-01-16 18,18,8.4,28.73,0,10,40.97,39.4,1,0,0,1,Fan fault,
2024-01-16 19,18,8.17,27.35,0,10,38.7,39.36,1,0,0,1,Fan fault,
2024-01-17 07,18,13.08,19.92,0.5,10,38.86,32.36,1,0,0,1,Sensor fault,
2024-01-17 09,18,21.45,23.22,1,10,41.28,38.24,1,0,0,1,Sensor fault,
2024-01-17 10,18,21.81,23.53,1,10,41.22,39.05,1,0,0,1,Sensor fault,
2024-01-17 12,18,9.43,29.18,0,10,41.04,38.83,1,0,0,1,Fan fault,
2024-01-17 13,18,8.58,29.8,0,10,40.95,39.32,1,0,0,1,Fan fault,
2024-01-17 14,18,8.31,30.2,0,10,41.05,39.57,1,0,0,1,Fan fault,
2024-01-17 15,18,8.38,30.49,0,10,41.1,39.56,1,0,0,1,Fan fault,
2024-01-17 16,18,8.4,30.22,0,10,41.08,39.57,1,0,0,1,Fan fault,
2024-01-17 17,18,8.36,29.08,0,10,40.96,39.52,1,0,0,1,Fan fault,
2024-01-17 18,18,8.22,28.29,0,10,41,39.49,1,0,0,1,Fan fault,
2024-01-17 19,18,8.37,29,0,10,37.64,39.2,1,0,0,1,Fan fault,
2024-01-18 06,18,8.96,17.19,0.25,10,33.54,27.38,1,0,0,1,Sensor fault,
2024-01-18 09,18,21.76,23.82,1,10,41.29,38.61,1,0,0,1,Sensor fault,
2024-01-18 10,18,22.18,24.11,1,10,41.19,39.04,1,0,0,1,Sensor fault,
2024-01-18 11,18,22.65,24.44,1,10,41.17,39.3,1,0,0,1,Sensor fault,
2024-01-18 13,18,22.97,24.92,0.75,10,40.93,39.26,1,0,0,1,Sensor fault,
2024-01-18 14,18,13.96,28.71,0,10,40.94,40.06,1.2,0.33,0.33,0.54,Fan fault,
2024-01-18 15,18,10.18,29.99,0,10,40.81,41.65,1,0,1,0,Fan fault,
2024-01-18 16,18,9.58,30.25,0,10,40.7,41.41,1.29,0.29,1,0,Fan fault,
2024-01-18 17,18,9.38,28.95,0,10,40.62,39.55,0.91,0.2,0.71,0,Fan fault,
2024-01-18 18,18,9.28,27.41,0,10,40.57,32.15,1,0,1,0,Fan fault,
2024-01-18 19,18,8.87,25.78,0,10,40.15,32.53,0.91,0.2,0.71,0,Fan fault,
2024-01-19 07,18,14.17,20.93,0.6,10.35,39.38,27.44,1,0,1,0,Sensor fault,
2024-01-19 10,18,21.61,23.9,1,10,41.01,29.67,1,0,1,0,Sensor fault,
2024-01-19 11,18,22.09,24.34,1,10,40.94,29.97,1,0,1,0,Sensor fault,
2024-01-19 12,18,21.6,24.11,1,10,41.01,30.23,1,0,1,0,Sensor fault,
2024-01-19 14,18,10.78,30.21,0,10,40.79,30.98,1,0,0.75,0.25,Fan fault,
2024-01-19 15,18,9.64,29.59,0,10,40.9,37.76,1,0,0,1,Fan fault,
2024-01-19 16,18,9.34,28.63,0,10,40.81,40.52,1,0,0,1,Fan fault,
2024-01-19 17,18,9.23,28.48,0,10,40.93,40.43,1,0,0,1,Fan fault,
2024-01-19 18,18,9.16,28.01,0,10,40.86,40.24,1,0,0,1,Fan fault,
2024-01-19 19,18,8.93,25.95,0,10,38.34,40.01,1,0,0,1,Fan fault,
2024-01-20 07,18,9.94,18.33,0,10,24.5,26.3,1,0,0,1,Fan fault,
2024-01-20 08,18,9.98,18.16,0,10,23.96,25.65,1,0,0,1,Fan fault,
2024-01-20 09,18,9.92,18.03,0,10,23.43,25.02,1,0,0,1,Fan fault,
2024-01-20 10,18,9.76,17.96,0,10,22.92,24.45,1,0,0,1,Fan fault,
2024-01-20 11,18,9.81,17.71,0,10,22.45,23.95,1,0,0,1,Fan fault,
2024-01-20 12,18,9.99,17.5,0,10,22.03,23.46,1,0,0,1,Fan fault,
2024-01-20 13,18,10.08,17.34,0,10,21.67,23.02,1,0,0,1,Fan fault,
2024-01-20 14,18,10.06,16.91,0,10,21.29,22.55,0.85,0,0.25,0.6,Fan fault,
2024-01-20 15,18,9.83,16.68,0,10,20.97,22.15,1,0,1,0,Fan fault,
2024-01-20 16,18,9.62,16.6,0,10,20.64,21.76,1,0,1,0,Fan fault,
2024-01-20 17,18,9.49,16.39,0,10,20.37,21.43,1.5,0,1,0.5,Fan fault,
2024-01-20 18,18,9.34,16.25,0,10,20.11,21.1,2,0,1,1,Fan fault,
2024-01-20 19,18,9.61,16.17,0,10,19.86,20.81,2,0,1,1,Fan fault,
2024-01-21 07,18,9.14,15.84,0,10,19.83,19.3,1,0,1,0,Fan fault,
2024-01-21 08,18,9.2,15.91,0,10,19.86,19.25,1,0,1,0,Fan fault,
2024-01-21 09,18,9.3,16,0,10,19.82,19.19,1,0,1,0,Fan fault,
2024-01-21 10,18,9.51,16.01,0,10,19.83,19.14,1,0,1,0,Fan fault,
2024-01-21 11,18,9.3,15.98,0,10,19.77,19.09,1,0,1,0,Fan fault,
2024-01-21 12,18,9.26,15.94,0,10,19.84,19.04,1,0,1,0,Fan fault,
2024-01-21 13,18,9.21,15.88,0,10,19.94,18.99,1,0,1,0,Fan fault,
2024-01-21 14,18,9.24,15.96,0,10,19.9,18.96,1,0,0.75,0.25,Fan fault,
2024-01-21 15,18,9.31,15.98,0,10,19.77,18.95,1,0,0,1,Fan fault,
2024-01-21 16,18,9.52,16,0,10,19.79,19.93,1,0,0,1,Fan fault,
2024-01-21 17,18,9.43,16.01,0,10,19.83,20.01,1,0,0,1,Fan fault,
2024-01-21 18,18,9.42,15.97,0,10,19.77,19.96,1,0,0,1,Fan fault,
2024-01-21 19,18,9.61,15.96,0,10,19.87,19.92,1,0,0,1,Fan fault,
2024-01-22 07,18,11.54,18.47,0.5,10,41.29,30.16,2,0,1,1,Sensor fault,
2024-01-22 17,20,16.87,26.63,0.5,10,53.63,49.99,1,0,0,1,Sensor fault,
2024-01-22 18,20,6.97,30.31,0,10,52.74,49.82,1,0,0,1,Fan fault,
2024-01-22 19,20,4.84,30.15,0,10,51.77,46.13,1,0,0,1,Fan fault,
2024-01-23 07,20,13.52,28.89,0.6,50.88,37.62,47.54,1,0,0,1,Sensor fault,
2024-01-23 14,20,7.18,30.05,0,10,53.19,49.93,1,0,0,1,Fan fault,
2024-01-23 15,20,5.98,29.12,0,48.57,51.7,49.88,1.5,0,0.5,1,Fan fault,
2024-01-23 16,20,5.68,26.78,0,100,50.54,49.46,2,0,1,1,Fan fault,
2024-01-23 17,20,5.46,31.67,0,100,50.38,49.5,1.8,0,0.8,1,Fan fault,
2024-01-23 18,20,9.75,28.16,0,100,50.18,49.29,1.75,0,0.75,1,Fan fault,
2024-01-23 19,20,9.82,25.21,0,21.25,51.4,46.41,1,0,0,1,Fan fault,
2024-01-24 06,20,11.98,23.25,0.25,18.14,44.99,45.9,2,0,1,1,Sensor fault,
2024-01-24 12,20,23.02,24.45,1,10,50.84,49.66,2,0,1,1,Sensor fault,
2024-01-24 14,20,23.05,24.59,1,10,50.78,49.69,2,0,1,1,Sensor fault,
2024-01-24 17,20,10.42,27.38,0,10,41.44,40.11,2,0,1,1,Fan fault,
2024-01-24 18,20,6.53,28.37,0,10,40.42,39.76,2,0,1,1,Fan fault,
2024-01-24 19,20,5.72,27.88,0,10,38,36.68,2,0,1,1,Fan fault,
2024-01-25 07,20,11.79,22.25,0.5,18.14,49.57,43.76,1.3,0,0.5,0.8,Sensor fault,
2024-01-25 11,19,22.81,23.72,1,10,48.34,44.95,1,0,0,1,Sensor fault,
2024-01-25 12,19,22.83,24.05,1,10,47.32,44.82,1,0,0,1,Sensor fault,
2024-01-25 13,19,23.01,24.17,1,10,46.58,44.99,1,0,0,1,Sensor fault,
2024-01-25 14,19,22.37,23.85,1,10,46.03,44.9,1,0,0,1,Sensor fault,
2024-01-25 16,19,9.78,23.65,0,10,43.26,34.66,1,0,0,1,Fan fault,
2024-01-25 17,19,7.83,23.36,0,10,39.83,34.88,1,0,0,1,Fan fault,
2024-01-25 18,19,6.96,25.81,0,10,38.18,34.76,1,0,0,1,Fan fault,
2024-01-25 19,19,6.72,24.7,0,10,37.24,33.66,1,0,0,1,Fan fault,
2024-01-26 07,19,10.31,18.6,0.25,10,30.28,38.58,1,0,0,1,Sensor fault,
2024-01-26 09,19,22.18,23.02,1,10,40.63,39.64,2,0,1,1,Sensor fault,
2024-01-26 10,19,22.65,23.52,1,10,40.84,39.75,2,0,1,1,Sensor fault,
2024-01-26 11,19,23.08,23.89,1,10,40.74,39.69,2,0,1,1,Sensor fault,
2024-01-26 12,19,23.49,24.29,1,10,40.69,39.8,2,0,1,1,Sensor fault,
2024-01-26 13,19,23.43,24.37,1,10,40.66,39.83,2,0,1,1,Sensor fault,
2024-01-26 14,19,23.18,24.27,1,10,40.74,39.92,2,0,1,1,Sensor fault,
2024-01-26 15,19,22.88,24.13,1,10,40.58,39.85,2,0,1,1,Sensor fault,
2024-01-26 16,19,22.92,24.11,0.75,10,40.7,39.81,1.75,0,0.75,1,Sensor fault,
