Time,Set Temperature,Ventilation Temperature,Supply Air Temperature,Supply Fan,Valve Position,Heating Supply Temperature 1,Heating Supply Temperature 2,Total Heating Pump,Heating Pump 1,Heating Pump 2,Backup Heating Pump,Labeling,Status_Change,逻辑异常,Delta_T,运行模式,突变异常,波动强度(Std),小时(Hour),星期几(DayOfWeek),是否为工作日(IsWorkday),供回水温差(Delta_T),送风偏差,负荷指标
2024-01-29 15:45:00,24.0,17.9825,41.0725,0.0,99.98,49.095,49.2775,1.0,0.0,0.0,1.0,Normal,0.0,True,-0.18250000000000455,停机/平衡 (Standby),False,,15,0,True,0.18250000000000455,17.072499999999998,18.246350000000454
2024-01-29 16:00:00,24.0,17.66,40.97,0.0,99.98,49.12,49.24,1.0,0.0,0.0,1.0,Fan fault,0.0,True,-0.12000000000000455,停机/平衡 (Standby),False,8.819045465166095,16,0,True,0.12000000000000455,16.97,11.997600000000455
2024-01-29 16:15:00,24.0,17.560000000000002,40.9025,0.0,99.98,49.1975,49.3125,1.0,0.0,0.0,1.0,Normal,0.0,True,-0.11500000000000199,停机/平衡 (Standby),False,8.818358669998137,16,0,True,0.11500000000000199,16.902500000000003,11.497700000000199
2024-01-29 16:30:00,24.0,17.46,40.835,0.0,99.98,49.275,49.385000000000005,1.0,0.0,0.0,1.0,Normal,0.0,True,-0.11000000000000654,停机/平衡 (Standby),False,8.817671874830179,16,0,True,0.11000000000000654,16.835,10.997800000000653
2024-01-29 16:45:00,24.0,17.36,40.7675,0.0,99.98,49.3525,49.4575,1.0,0.0,0.0,1.0,Normal,0.0,True,-0.10500000000000398,停机/平衡 (Standby),False,,16,0,True,0.10500000000000398,16.7675,10.497900000000397
2024-01-29 17:00:00,24.0,17.26,40.7,0.0,99.98,49.43,49.53,1.0,0.0,0.0,1.0,Fan fault,0.0,True,-0.10000000000000142,停机/平衡 (Standby),False,8.81629828449426,17,0,True,0.10000000000000142,16.700000000000003,9.998000000000143
2024-01-29 17:15:00,24.0,17.1525,40.712500000000006,0.0,99.98,49.3875,49.5625,1.0,0.0,0.0,1.0,Normal,0.0,True,-0.17499999999999716,停机/平衡 (Standby),False,8.463096452332868,17,0,True,0.17499999999999716,16.712500000000006,17.496499999999717
